title,author,pub_year,venue,abstract
Comparative tests of primate cognition: different scaling methods produce different results,"['RO Deaner', 'CL Nunn', 'CP van Schaik']",2000,"Brain, Behavior and Evolution","Although early comparative studies supported hypotheses that ecological demands selected for primate cognition, later work indicated that social demands were more important. One difference between earlier and later studies is that earlier studies scaled brain structures by"
"The genetic correlation between characters maintained by selection, linkage and inbreeding",['R Lande'],1984,Genetics Research,"Mutation is modelled in two quantitative characters under separate genetic control in a large population. A bivariate pattern of selection acts to correlate the characters and, without pleiotropy, their genetic correlation is due entirely to linkage disequilibrium. Data on"
The measurement of form and variation in form: An application of three‐dimensional quantitative morphology by finite‐element methods,"['J Cheverud', 'JL Lewis', 'W Bachrach']",1983,American Journal of …,"D'Arcy Thompson developed a method of coordinates which allowed for a geometrical presentation of form and form change. While his grid transformations have received much attention, little work in the geometry of form and form change has occurred since. We present"
The mutation matrix and the evolution of evolvability,"['AG Jones', 'SJ Arnold', 'R Bürger']",2007,… : International Journal of …,"Evolvability is a key characteristic of any evolving system, and the concept of evolvability serves as a unifying theme in a wide range of disciplines related to evolutionary theory. The field of quantitative genetics provides a framework for the exploration of evolvability with the"
Evolutionary paths underlying flower color variation in Antirrhinum,"['AC Whibley', 'NB Langlade', 'C Andalo', 'AI Hanna']",2006,…,"To understand evolutionary paths connecting diverse biological forms, we defined a three-dimensional genotypic space separating two flower color morphs of Antirrhinum. A hybrid zone between morphs showed a steep cline specifically at genes controlling flower color"
Net evolutionary trajectories of body shape evolution within a microgeographic radiation of threespine sticklebacks (Gasterosteus aculeatus),"['JA Walker', 'MA Bell']",2000,Journal of Zoology,"Following deglaciation of the Cook Inlet region of Alaska approximately 16 000 years ago, anadromous threespine stickleback (Gasterosteus aculeatus) rapidly colonized emerging lakes and rivers forming resident, freshwater populations. Although the precise body shape"
A nonracial craniofacial perspective on human variation: A (ustralia) to Z (uni),"['CL Brace', 'KD Hunt']",1990,American Journal of Physical …,"Dental and craniofacial measurements were collected for 57 samples from Asia, the Pacific, the aboriginal western hemisphere, and Europe. The craniofacial dimensions include many that are not obviously under the control of specific selective forces. Similar configurations for"
Mapping genes that modulate mouse brain development: a quantitative genetic approach,['RW Williams'],2000,Mouse brain development,"The complexity of CNS development is staggering. In mice a total of approximately 75 million neurons and 25 million glial cells are generated, moved, connected, and integrated into hundreds of different circuits over a period of 1 month. The process is coordinated by the"
7 The evolutionary ecology of the,['R BARTON'],2001,Comparative primate socioecology,Comparative studies of the brain have long intrigued and frustrated researchers. They have intrigued because of what they might reveal about the evolutionary forces shaping cognitive attributes. They have frustrated because the results have been so difficult to interpret
The genetic architecture of ecological specialization: correlated gene effects on host use and habitat choice in pea aphids,"['S Via', 'DJ Hawthorne']",2002,the american naturalist,"Genetic correlations among phenotypic characters result when two traits are influenced by the same genes or sets of genes. By reducing the degree to which traits in two environments can evolve independently (eg, Lande; Via and Lande), such correlations are likely to play a"
Evolution and stability of the G‐matrix on a landscape with a moving optimum,"['AG Jones', 'SJ Arnold', 'R Burger']",2004,Evolution,"In quantitative genetics, the genetic architecture of traits, described in terms of variances and covariances, plays a major role in determining the trajectory of evolutionary change. Hence, the genetic variance‐covariance matrix (G‐matrix) is a critical component of modern"
