title,author,pub_year,venue,abstract
Pattern and process in the comparative study of convergent evolution,"['DL Mahler', 'MG Weber', 'CE Wagner']",2017,The American …,Understanding processes that have shaped broad-scale biodiversity patterns is a fundamental goal in evolutionary biology. The development of phylogenetic comparative methods has yielded a tool kit for analyzing contemporary patterns by explicitly modeling
Likelihood-based parameter estimation for high-dimensional phylogenetic comparative models: overcoming the limitations of “distance-based” methods,['EW Goolsby'],2016,Systematic Biology,"Recently, a suite of distance-based multivariate phylogenetic comparative methods has been proposed for studying the evolution of high-dimensional traits, such as morphometric coordinates, gene expression data, and function-valued traits. These methods allow for the"
When should we expect early bursts of trait evolution in comparative data? Predictions from an evolutionary food web model,"['T Ingram', 'LJ Harmon', 'JB Shurin']",2012,Journal of evolutionary …,Conceptual models of adaptive radiation predict that competitive interactions among species will result in an early burst of speciation and trait evolution followed by a slowdown in diversification rates. Empirical studies often show early accumulation of lineages in
"Effects of body size, trophic mode and larval habitat on Diptera stoichiometry: a regional comparison","['PA Hambäck', 'J Gilbert', 'K Schneider', 'HM Martinson']",2009,Oikos,"Ecological stoichiometry has emerged as a tool for exploring nutrient demand and evolutionary responses to nutrient limitation. Previous studies of insects have found predictable variability in stoichiometry, both in relation to body size and trophic mode, at"
Conserved ontogeny and allometric scaling of resource acquisition and allocation in the Daphniidae,"['JL Dudycha', 'M Lynch']",2005,Evolution,"Life histories vary widely among taxa, but within phylogenetic groups there may be a fundamental framework around which trait variation is organized, perhaps as a consequence of lineage‐specific developmental constraints. In organisms with"
Intense natural selection preceded the invasion of new adaptive zones during the radiation of New World leaf-nosed bats,"['DM Rossoni', 'APA Assis', 'NP Giannini', 'G Marroig']",2017,Scientific Reports,"The family Phyllostomidae, which evolved in the New World during the last 30 million years, represents one of the largest and most morphologically diverse mammal families. Due to its uniquely diverse functional morphology, the phyllostomid skull is presumed to have evolved"
Contrasting impacts of competition on ecological and social trait evolution in songbirds,"['JP Drury', 'JA Tobias', 'KJ Burns', 'NA Mason']",2018,PLoS …,"Competition between closely related species has long been viewed as a powerful selective force that drives trait diversification, thereby generating phenotypic diversity over macroevolutionary timescales. However, although the impact of interspecific competition has"
Use and misuse of comparative methods in the study of adaptation,['TF Hansen'],2014,Modern phylogenetic comparative methods and their …,The comparative method can be used to test hypotheses of adaptation by comparing groups of species that meet different adaptive challenges. This requires attention to phylogenetic correlations and to historical lags in achieving adaptation. The modern phylogenetic
Phylogeographical autocorrelation of phenotypic evolution in honey bees (Apis mellifera L.),"['JAF Diniz-Filho', 'S Fuchs', 'MC Arias']",1999,Heredity,"The analysis of phenotypic divergence among local populations within a species has been traditionally performed in a spatial context, although advances in genetic analysis using mtDNA have permitted a simultaneous evaluation of geographical and historical patterns of"
"Copying error, evolution, and phylogenetic signal in artifactual traditions: An experimental approach using “model artifacts”","['K Schillinger', 'A Mesoudi', 'SJ Lycett']",2016,Journal of Archaeological Science,"Spatio-temporal patterns of artifactual variation are increasingly being studied via the explicit application of cultural evolutionary theory and methods. Such broad-scale (macroevolutionary) patterns are mediated, however, by a series of small-scale"
Signatures of echolocation and dietary ecology in the adaptive evolution of skull shape in bats,"['JH Arbour', 'AA Curtis', 'SE Santana']",2019,Nature Communications,"Morphological diversity may arise rapidly as a result of adaptation to novel ecological opportunities, but early bursts of trait evolution are rarely observed. Rather, models of discrete shifts between adaptive zones may better explain macroevolutionary dynamics"
Phenotypic evolution in a fossil gastropod species lineage: Evidence for adaptive radiation?,"['TA Neubauer', 'M Harzhauser', 'A Kroh']",2013,Palaeogeography …,"Detecting speciation in the fossil record is a particularly challenging matter. Palaeontologists are usually confronted with poor preservation and limited knowledge on the palaeoenvironment. Even in the contrary case of adequate preservation and information, the"
