title,author,pub_year,counts
Limited evolutionary rescue of locally adapted populations facing climate change,"['K Schiffers', 'EC Bourne', 'S Lavergne']",2013.0,1
Local Adaptation in Growth in a Widely Distributed Fish,['J Gao'],2013.0,1
Marches aléatoires avec branchement et sélection,['X Chen'],2013.0,1
Mutation-driven evolution,['M Nei'],2013.0,1
PROPERTIES OF SPONTANEOUS MUTATIONAL VARIANCE AND COVARIANCE FOR WING SIZE AND SHAPE IN DROSOPHILA MELANOGASTER,"['D Houle', 'J Fierst']",2013.0,1
Phylogenetic analysis using Lévy processes: finding jumps in the evolution of continuous traits,"['MJ Landis', 'JG Schraiber', 'M Liang']",2013.0,1
Population size dependence of fitness effect distribution and substitution rate probed by biophysical model of protein thermostability,['RA Goldstein'],2013.0,1
Population-genomic insights into the evolutionary origin and fate of obligately asexual Daphnia pulex,"['AE Tucker', 'MS Ackerman', 'BD Eads']",2013.0,1
"Properties and modeling of GWAS when complex disease risk is due to non-complementing, deleterious mutations in genes of large effect","['KR Thornton', 'AJ Foran', 'AD Long']",2013.0,1
Quantifying the effects of migration and mutation on adaptation and demography in spatially heterogeneous environments,"['F Débarre', 'O Ronce', 'S Gandon']",2013.0,1
Quantitative analyses of empirical fitness landscapes,"['IG Szendro', 'MF Schenk', 'J Franke', 'J Krug']",2013.0,1
Random walk as a null model for high-dimensional morphometrics of fossil series: geometrical considerations,['FL Bookstein'],2013.0,1
Rate of adaptation in sexuals and asexuals: a solvable model of the Fisher–Muller effect,"['SC Park', 'J Krug']",2013.0,1
Relative effects of segregation and recombination on the evolution of sex in finite diploid populations,"['X Jiang', 'S Hu', 'Q Xu', 'Y Chang', 'S Tao']",2013.0,1
Réponse à court terme des populations de blé européens aux conditions agro-climatiques contrastées: analyse génétique et première étape vers le développement …,['AR Khan'],2013.0,1
Scaling body size fluctuations,"['A Giometto', 'F Altermatt', 'F Carrara']",2013.0,1
Short term response of European wheat populations to contrasted agro-climatic conditions: a genetic analysis and first step towards development of epigenetic …,['AR Khan'],2013.0,1
Signal Divergence and Speciation in a Hispaniolan Anolis Lizard,['J Ng'],2013.0,1
The Ecology and Evolution of an Invasive Perennial Plant (Lythrum salicaria) in the Context of Biological Control by Specialist Herbivores (Galerucella spp.),['GL Quiram'],2013.0,1
"The dynamics of adapting, unregulated populations and a modified fundamental theorem","[""JP O'Dwyer""]",2013.0,1
The effect of spontaneous mutations on competitive ability,"['S Schaack', 'DE Allen', 'LC Latta IV']",2013.0,1
The genetic architecture underlying the Caenorhabditis elegans response to grassland soil bacteria and its effects on fitness,['VKN Mony'],2013.0,1
The hitchhiker's guide to adaptive dynamics,"['Å Brännström', 'J Johansson', 'N Von Festenberg']",2013.0,1
"The impact of habitat fragmentation on fitness-related traits in a native prairie plant, Chamaecrista fasciculata (Fabaceae)","['C Mannouris', 'DL Byers']",2013.0,1
The peaks and geometry of fitness landscapes,"['K Crona', 'D Greene', 'M Barlow']",2013.0,1
The statistics of natural selection on animal populations,['BF Manly'],2013.0,1
Universality and predictability in molecular quantitative genetics,"['A Nourmohammad', 'T Held', 'M Lässig']",2013.0,1
Why epistasis is important for selection and adaptation,['TF Hansen'],2013.0,1
Генетичні основи появи нових структур в еволюції хребетних,['ІІ Дзеверін'],2013.0,1
A comparison between the quasi-species evolution and stochastic quantization of fields,"['G Bianconi', 'C Rahmede']",2012.0,1
A global pattern of thermal adaptation in marine phytoplankton,"['MK Thomas', 'CT Kremer', 'CA Klausmeier']",2012.0,1
A phylogenetic comparative method for studying multivariate adaptation,"['K Bartoszek', 'J Pienaar', 'P Mostad', 'S Andersson']",2012.0,1
A simulation study on the performance of differentiation‐based methods to detect selected loci using linked neutral markers,"['A Vilas', 'A Pérez‐Figueroa']",2012.0,1
A test for selection employing quantitative trait locus and mutation accumulation data,"['DP Rice', 'JP Townsend']",2012.0,1
Adaptive landscapes and macroevolutionary dynamics,['TF Hansen'],2012.0,1
Assortative mating and gene flow generate clinal phenological variation in trees,"['JP Soularue', 'A Kremer']",2012.0,1
Boldness behavior and stress physiology in a novel urban environment suggest rapid correlated evolutionary adaptation,"['JW Atwell', 'GC Cardoso', 'DJ Whittaker']",2012.0,1
Consequences of extreme events on population persistence and evolution of a quantitative trait,"['S Vincenzi', 'GA De Leo', 'M Bellingeri']",2012.0,1
"Did a discrete event 200,000–100,000 years ago produce modern humans?",['TD Weaver'],2012.0,1
"Evolution of sex and recombination in large, finite populations",['M Hartfield'],2012.0,1
Evolutionary accessibility in tunably rugged fitness landscapes,"['J Franke', 'J Krug']",2012.0,1
Evolutionary quantitative genetics,['DA Roff'],2012.0,1
Evolutionary systems theory: A unifying meta-theory of psychological science,['PB Badcock'],2012.0,1
Excess variants in AFF2 detected by massively parallel sequencing of males with autism spectrum disorder,"['K Mondal', 'D Ramachandran', 'VC Patel']",2012.0,1
Fisher's geometrical model of fitness landscape and variance in fitness within a changing environment,['XS Zhang'],2012.0,1
Genetic factors associated with variation in abundance of the invasive yellow crazy ant (Anoplolepis gracilipes),['MAM Gruber'],2012.0,1
Genetic influences on human fertility and sexuality: theoretical and empirical contributions from the biological and behavioral sciences,"['JL Rodgers', 'DC Rowe', 'WB Miller']",2012.0,1
Limited evolutionary rescue of locally adapted populations,"['K Schiffers', 'EC Bourne', 'S Lavergne', 'W Thuiller']",2012.0,1
Limits to the rate of adaptive substitution in sexual populations,"['DB Weissman', 'NH Barton']",2012.0,1
Measuring rates of phenotypic evolution and the inseparability of tempo and mode,['G Hunt'],2012.0,1
Monitoring adaptive genetic responses to environmental change,"['MM Hansen', 'I Olivieri', 'DM Waller', 'EE Nielsen']",2012.0,1
Multiscale model of CRISPR‐induced coevolutionary dynamics: diversification at the interface of Lamarck and Darwin,"['LM Childs', 'NL Held', 'MJ Young']",2012.0,1
Multivariate Phenotypic Divergence Due to the Fixation of Beneficial Mutations in Experimentally Evolved Lineages of a Filamentous Fungus,"['HD Rundle', 'SE Schoustra', 'D Punzalan', 'R Dali']",2012.0,1
Multivariate phenotypic divergence due to the fixation of beneficial mutations in experimentally evolved lineages of a filamentous fungus,"['SE Schoustra', 'D Punzalan', 'R Dali', 'HD Rundle']",2012.0,1
Natural selection. III. Selection versus transmission and the levels of selection,['SA Frank'],2012.0,1
POPULATION SUBDIVISION AND ADAPTATION IN ASEXUAL POPULATIONS OF SACCHAROMYCES CEREVISIAE,"['S Kryazhimskiy', 'DP Rice']",2012.0,1
Personality and reproductive success in the Ache (Paraguay): Implications for the evolution of human individual differences,['DH Bailey'],2012.0,1
"Phenotypic plasticity facilitates mutational variance, genetic variance, and evolvability along the major axis of environmental variation","['JA Draghi', 'MC Whitlock']",2012.0,1
QST < FST As a signature of canalization,"['JB Lamy', 'C Plomion', 'A Kremer', 'S Delzon']",2012.0,1
Quantum mechanics formalism for biological evolution,"['G Bianconi', 'C Rahmede']",2012.0,1
Rapid evolution of northeastern coyotes,['J Monzon'],2012.0,1
Selección y evolución adaptativa: Fundamentos teóricos y empíricos desde la perspectiva de los lagartos,['D Pincheira'],2012.0,1
Selective sweeps in multilocus models of quantitative traits,"['P Pavlidis', 'D Metzler', 'W Stephan']",2012.0,1
Spatially and temporally varying selection on intrapopulation quantitative trait loci for a life history trade‐off in Mimulus guttatus,"['JP Mojica', 'YW Lee', 'JH Willis', 'JK Kelly']",2012.0,1
Speed of evolution with spatial structure and interacting mutations,['J Otwinowski'],2012.0,1
Statistical Physics of Biological Evolution,['J Krug'],2012.0,1
The effects of migration and drift on local adaptation to a heterogeneous environment,"['F Blanquart', 'S Gandon']",2012.0,1
The effects of stochastic and episodic movement of the optimum on the evolution of the G‐matrix and the response of the trait mean to selection,"['AG Jones', 'R Bürger', 'SJ Arnold']",2012.0,1
The evolution of dispersal in random environments and the principle of partial control,['L Altenberg'],2012.0,1
The mapping of epistatic effects onto a genealogical tree in haploid populations,"['CK Griswold', 'DJ Eisner']",2012.0,1
Tree-valued Fleming–Viot dynamics with mutation and selection,"['A Depperschmidt', 'A Greven']",2012.0,1
Using genomic tools to study regulatory evolution,['Y Gilad'],2012.0,1
"A biometrical study of stomata in Blechnum species (Blechnaceae), with some ecological and taxonomical implications for the ferns","['JM Gabriel y Galán', 'C Prada', 'CH Rolleri']",2011.0,1
A simple mathematical model of gradual Darwinian evolution,['V Biktashev'],2011.0,1
A unified approach to the evolutionary consequences of genetic and nongenetic inheritance,"['T Day', 'R Bonduriansky']",2011.0,1
Adaptation to marginal habitats by evolution of increased phenotypic plasticity,"['LM Chevin', 'R Lande']",2011.0,1
Adaptive Radiation and Ecological Opportunity in Sulawesi and Philippine Fanged Frog (Limnonectes) Communities,"['MI Setiadi', 'JA McGuire', 'RM Brown']",2011.0,1
An Analysis of the Distribution of Genotypes for a Recent Model in Population Genetics,['M Brega'],2011.0,1
An evolutionary reduction principle for mutation rates at multiple loci,['L Altenberg'],2011.0,1
Biometry of stomata in Blechnum species (Blechnaceae) with some taxonomic and ecological implications for the ferns,"['JM Gabriel y Galán', 'C Prada', 'CH Rolleri']",2011.0,1
Biometry of stomata in Blechnum species (Blechnaceae) with some taxonomic and ecological implications for the ferns,"['JM Gabriel', 'C Prada', 'CH Rolleri']",2011.0,1
Comment on “Additive genetic breeding values correlate with the load of partially deleterious mutations”,['E Postma'],2011.0,1
Etude des bases (épi) génétiques de l'adaptation dans une expérience de sélection divergente pour la précocité de floraison chez le maïs,['E Durand'],2011.0,1
Evolution in stage-structured populations,"['M Barfield', 'RD Holt']",2011.0,1
Evolutionary accessibility of mutational pathways,"['J Franke', 'A Klözer', 'JAGM de Visser']",2011.0,1
Evolutionary advantage of small populations on complex fitness landscapes,"['K Jain', 'J Krug', 'SC Park']",2011.0,1
Experimental mutation-accumulation on the X chromosome of Drosophila melanogaster reveals stronger selection on males than females,"['MA Mallet', 'JM Bouchard', 'CM Kimber']",2011.0,1
Fitness landscapes: an alternative theory for the dominance of mutation,"['F Manna', 'G Martin', 'T Lenormand']",2011.0,1
Genetic analysis of genome-scale recombination rate evolution in house mice,"['BL Dumont', 'BA Payseur']",2011.0,1
Genetic differentiation across North America in the generalist moth Heliothis virescens and the specialist H. subflexa,"['AT Groot', 'A Classen', 'O Inglis', 'CA Blanco']",2011.0,1
Genotype-phenotype maps maximizing evolvability: Modularity revisited,"['M Pavlicev', 'TF Hansen']",2011.0,1
Interacting effects of phenotypic plasticity and evolution on population persistence in a changing climate,"['TE Reed', 'DE Schindler', 'RS Waples']",2011.0,1
Measurement and meaning in biology,"['D Houle', 'C Pélabon', 'GP Wagner']",2011.0,1
Modeling microevolution in a changing environment: the evolving quasispecies and the diluted champion process,"['G Bianconi', 'D Fichera', 'S Franz']",2011.0,1
No Evidence of Elevated Germline Mutation Accumulation Under Oxidative Stress in Caenorhabditis elegans,"['J Joyner-Matos', 'LC Bean', 'HL Richardson', 'T Sammeli']",2011.0,1
Oligomorphic dynamics for analyzing the quantitative genetics of adaptive speciation,"['A Sasaki', 'U Dieckmann']",2011.0,1
Quantitative genetics and fitness consequences of neophilia in zebra finches,"['H Schielzeth', 'E Bolund', 'B Kempenaers']",2011.0,1
Rapid independent trait evolution despite a strong pleiotropic genetic correlation,"['JK Conner', 'K Karoly', 'C Stewart']",2011.0,1
Rates of cranial evolution in Neandertals and modern humans,['TD Weaver'],2011.0,1
Reducing mutation load through sexual selection on males,"['K McGuigan', 'D Petfield']",2011.0,1
Response—education research: Set a high bar,"['L Deslauriers', 'CE Wieman']",2011.0,1
Sexual conflict and the tragedy of the commons,"['DJ Rankin', 'U Dieckmann']",2011.0,1
Statistical genetics and evolution of quantitative traits,"['RA Neher', 'BI Shraiman']",2011.0,1
Statistical topography of fitness landscapes,['J Franke'],2011.0,1
Strictly dominated strategies in the replicator-mutator dynamics,"['SS Izquierdo', 'LR Izquierdo']",2011.0,1
The action of evolutionary forces on metric traits,['C López-Fanjul'],2011.0,1
The community effects of phenotypic and genetic variation within a predator population,"['SJ Schreiber', 'R Bürger', 'DI Bolnick']",2011.0,1
The contribution of statistical physics to evolutionary biology,"['HP De Vladar', 'NH Barton']",2011.0,1
The effect of sex on the mean and variance of fitness in facultatively sexual rotifers,"['L Becks', 'AF Agrawal']",2011.0,1
The quantitative genetic basis of sex ratio variation in Nasonia vitripennis: a QTL study,"['BA Pannebakker', 'R Watt', 'SA Knott']",2011.0,1
The quantitative genetics of incipient speciation: heritability and genetic correlations of skeletal traits in populations of diverging Favia fragum ecomorphs,"['DB Carlon', 'AF Budd', 'C Lippé']",2011.0,1
The role of genetic drift in shaping modern human cranial evolution: a test using microevolutionary modeling,['HF Smith'],2011.0,1
"The statistical mechanics of a polygenic character under stabilizing selection, mutation and drift","['HP de Vladar', 'NH Barton']",2011.0,1
Time to Evolve? Potential Evolutionary Responses of Fraser River Sockeye Salmon to Climate Change and Effects on Persistence,"['M Hague', 'D Patterson', 'T Reed', 'D Schindler', 'R Waples']",2011.0,1
