title,author,pub_year,venue,abstract
Misinterpretation of character scaling: a tale of sexual dimorphism in body shape of common lizards,"['L Kratochvíl', 'M Fokt', 'I Rehák']",2003,Canadian Journal of …,"Male-biased sexual dimorphism in head, limbs, and tail scaled to snout vent length has been reported in many lizard species. Consequently, various hypotheses have been proposed to explain observed body-shape dimorphism. According to the majority of them"
Population variation in sexual selection and its effect on size allometry in two dung fly species with contrasting sexual size dimorphism,"['U Kraushaar', 'WU Blanckenhorn']",2002,Evolution,Body size is one of the most important quantitative traits under evolutionary scrutiny. Sexual size dimorphism (SSD) in a given species is expected to result if opposing selection forces equilibrate differently in both sexes. We document variation in the intensity of sexual and
Condition-dependent sex ornaments and field tests of sexual-selection theory,"['DW Zeh', 'JA Zeh']",1988,The American Naturalist,"Darwin's (1871) theory of sexual selection explains the otherwise paradoxical evoiution of traits detrimental to survival. However, recent quantitative tests on natural populations (eg, Hafernik and Garrison 1986) have cast doubt on the assumption that conspicuous sex"
Phylogenetic analyses of dimorphism in primates: evidence for stronger selection on canine size than on body size,"['S Thorén', 'P Lindenfors']",2006,American Journal of …,Phylogenetic comparative methods were used to analyze the consequences of sexual selection on canine size and canine size dimorphism in primates. Our analyses of previously published body mass and canine size data revealed that the degree of sexual selection is
"EVOLUTION, PHYLOGENY, SEXUAL DIMORPHISM AND MATING SYSTEM IN THE GRACKLES (QUISCALUS SPP.: ICTERINAE)",['M Björklund'],1991,Evolution,"According to theory, two consequences of sexual selection are sexual dimorphism in size and secondary sexual characteristics, due to either intra‐or intersexual selection. In this paper I suggest three criteria for the test of an evolutionary hypothesis involving quantitative"
Population density and the intensity of sexual selection on body length in spatially or temporally restricted natural populations of a seed bug,['DK McLain'],1992,Behavioral Ecology and Sociobiology,"Population density affects the dynamics of mate acquisition and the opportunity for sexual selection in natural populations of the seed bug, Neacoryphus bicrucis Say (Hemiptera: Lygaeidae). The opportunity for sexual selection and the intensity of directional sexual"
Female ornaments: genetically correlated or sexually selected,['T Amundsen'],2000,Animal signals: Signalling and signal design in animal …,"Studies of sexual selection have so far focussed almost solely on males, and have been highly successful in explaining their often extravagant adornments. However, females of a variety of animal species are also beautifully decorated, but this fact has been largely"
The total opportunity for sexual selection and the integration of pre‐and post‐mating episodes of sexual selection in a complex world,"['JP Evans', 'F Garcia‐Gonzalez']",2016,Journal of Evolutionary Biology,It is well known that sexual selection can target reproductive traits during successive pre‐and post‐mating episodes of selection. A key focus of recent studies has been to understand and quantify how these episodes of sexual selection interact to determine overall variance in
Compensatory traits and the evolution of male ornaments,"['JF Husak', 'JG Swallow']",2011,Behaviour,"How ornaments that are used during mate choice and rival assessment remain reliable has been a source of contention for many years. Such signals are hypothesized to be costly (ie,'handicaps'), but empirical studies testing for costs of sexually selected ornaments are"
Head shape allometry and proximate causes of head sexual dimorphism in Podarcis lizards: joining linear and geometric morphometrics,"['A Kaliontzopoulou', 'MA Carretero']",2008,Biological Journal of …,"Podarcis bocagei and Podarcis carbonelli are two lacertid species endemic to the western Iberian Peninsula, and both show head size and shape sexual dimorphism. We studied immature and adult head sexual dimorphism and analysed ontogenetic trajectories of head"
Female‐biased sexual size dimorphism in the yellow‐pine chipmunk (Tamias amoenus): sex‐specific patterns of annual reproductive success and survival,"['AI Schulte‐Hostedde', 'JS Millar', 'HL Gibbs']",2002,Evolution,"Sexual size dimorphism is ultimately the result of independent, sex‐specific selection on body size. In mammals, male‐biased sexual size dimorphism is the predominant pattern, and it is usually attributed to the polygynous mating system prevalent in most mammals. This"
A previously unknown plumage of first-year Indigo Buntings and theories of delayed plumage maturation,['S Rohwer'],1986,The Auk,"First-year, but not adult, Indigo Buntings (Passerina cyanea) have a previously unknown supplemental plumage. The presupplemental molt includes all of the rectrices, the outermost but not the innermost primaries, and, typically, the three innermost secondaries and all body"
"SEXUAL DIMORPHISM IN THE QUANTITATIVE‐GENETIC ARCHITECTURE OF FLORAL, LEAF, AND ALLOCATION TRAITS IN SILENE LATIFOLIA","['JC Steven', 'LF Delph', 'ED Brodie III']",2007,Evolution,"Many species exhibit sexual dimorphism in a variety of characters, and the underlying genetic architecture of dimorphism potentially involves sex‐specific differences in the additive‐genetic variance–covariance matrix (G) of dimorphic traits. We investigated the"
An evolutionary maximum principle for density-dependent population dynamics in a fluctuating environment,"['R Lande', 'S Engen', 'BE Saether']",2009,… Transactions of the …,"The evolution of population dynamics in a stochastic environment is analysed under a general form of density-dependence with genetic variation in r and K, the intrinsic rate of increase and carrying capacity in the average environment, and in σ e2, the environmental"
