title,author,pub_year,counts
Estudio de las diferencias genéticas entre poblaciones de Drosophila melanogaster para un carácter cuantitativo,['MC Salgado Morales'],2015.0,1
Evolution as a largely autonomous process,['F Bokma'],2015.0,1
Evolution of vulnerability: Implications for sex differences in health and development,['DC Geary'],2015.0,1
Evolutionarily driven shifts in communities with intraguild predation,"['S Patel', 'SJ Schreiber']",2015.0,1
Evolutionarily induced alternative states and coexistence in systems with apparent competition,"['SJ Schreiber', 'S Patel']",2015.0,1
Evolutionary history of a dispersal‐associated locus across sympatric and allopatric divergent populations of a wing‐polymorphic beetle across A tlantic E urope,"['SM Van Belleghem', 'D Roelofs']",2015.0,1
Evolutionary quantitative genetics of nonlinear developmental systems,['MB Morrissey'],2015.0,1
Evolutionary trade-off between vocal tract and testes dimensions in howler monkeys,"['JC Dunn', 'LB Halenar', 'TG Davies', 'J Cristobal-Azkarate']",2015.0,1
Experimental evidence of condition-dependent sexual dimorphism in the weakly dimorphic antler fly Protopiophila litigata (Diptera: Piophilidae),"['MJ Oudin', 'R Bonduriansky']",2015.0,1
"Extensive cross‐environment fitness variation lies along few axes of genetic variation in the model alga, Chlamydomonas reinhardtii","['JW Malcom', 'KM Hernandez', 'R Likos', 'T Wayne']",2015.0,1
Female anoles retain responsiveness to testosterone despite the evolution of androgen‐mediated sexual dimorphism,"['CL Cox', 'AF Hanninen', 'AM Reedy']",2015.0,1
Fitness of multidimensional phenotypes in dynamic adaptive landscapes,"['DC Laughlin', 'J Messier']",2015.0,1
"Gene networks, occlusal clocks, and functional patches: new understanding of pattern and process in the evolution of the dentition",['PD Polly'],2015.0,1
Genetic Architecture of Abdominal Pigmentation in Drosophila melanogaster,"['LM Dembeck', 'W Huang', 'MM Magwire']",2015.0,1
Genetic approaches in comparative and evolutionary physiology,"['JF Storz', 'JT Bridgham', 'SA Kelly']",2015.0,1
How do species interactions affect evolutionary dynamics across whole communities?,['TG Barraclough'],2015.0,1
How predation shaped fish: the impact of fin spines on body form evolution across teleosts,"['SA Price', 'ST Friedman']",2015.0,1
Implications of the apportionment of human genetic diversity for the apportionment of human phenotypic diversity,"['MD Edge', 'NA Rosenberg']",2015.0,1
Increasing the efficiency of MCMC for hierarchical phylogenetic models of categorical traits using reduced mixed models,['JD Hadfield'],2015.0,1
Independent evolution of the sexes promotes amphibian diversification,"['SP De Lisle', 'L Rowe']",2015.0,1
"Indirect evolutionary rescue: prey adapts, predator avoids extinction","['M Yamamichi', 'BE Miner']",2015.0,1
"Influence of climate, phylogeny, and functional traits on flowering phenology in a subtropical evergreen broad-leaved forest, East China","['X Hu', 'CH Chang-Yang', 'X Mi', 'Y Du']",2015.0,1
Information entropy as a measure of genetic diversity and evolvability in colonization,['T Day'],2015.0,1
"Interspecific competition affects evolutionary links between cavity nesting, migration and clutch size in O ld W orld flycatchers (M uscicapdae)","['S Barve', 'NA Mason']",2015.0,1
Is geographic variation within species related to macroevolutionary patterns between species?,"['MC Fisher‐Reid', 'JJ Wiens']",2015.0,1
Limits to adaptation along environmental gradients,"['J Polechová', 'NH Barton']",2015.0,1
Lobule shape evolution in Radula (Jungermanniopsida): one rate fits all?,['MAM Renner'],2015.0,1
Local adaptation by alleles of small effect,['S Yeaman'],2015.0,1
Losing history: How extinctions prune features from the tree of life,['TJ Davies'],2015.0,1
Modular color evolution facilitated by a complex nanostructure in birds,"['CM Eliason', 'R Maia', 'MD Shawkey']",2015.0,1
More on the genetical theory of multilevel selection,['A Gardner'],2015.0,1
"Morphometrics, 3D imaging, and craniofacial development","['B Hallgrimsson', 'CJ Percival', 'R Green']",2015.0,1
"Multilevel selection theory and evidence: a critique of Gardner, 2015",['CJ Goodnight'],2015.0,1
Natural genetic variation in Arabidopsis thaliana defense metabolism genes modulates field fitness,"['R Kerwin', 'J Feusier', 'J Corwin', 'M Rubin', 'C Lin', 'A Muok']",2015.0,1
No evidence for a trade‐off between sperm length and male premating weaponry,"['S Lüpold', 'LW Simmons', 'JL Tomkins']",2015.0,1
"Organisms, agency, and evolution",['DM Walsh'],2015.0,1
Performance analysis of deciduous morphology for detecting biological siblings,"['KS Paul', 'CM Stojanowski']",2015.0,1
Pervasive adaptation of gene expression in Drosophila,"['A Nourmohammad', 'J Rambeau', 'T Held', 'J Berg']",2015.0,1
Phylogenetic Inference for Biogeographic and Quantitative Trait Evolution,['M Landis'],2015.0,1
Rapid diversification of sexual signals in Hawaiian Nesosydne planthoppers (Hemiptera: Delphacidae): the relative role of neutral and selective forces,"['KR Goodman', 'JP Kelley', 'SC Welter']",2015.0,1
"Relationships of diversity, disparity, and their evolutionary rates in squirrels (Sciuridae)","['ML Zelditch', 'J Li', 'LAP Tran', 'DL Swiderski']",2015.0,1
Response of polygenic traits under stabilizing selection and mutation when loci have unequal effects,"['K Jain', 'W Stephan']",2015.0,1
Rethinking our assumptions about the evolution of bird song and other sexually dimorphic signals,['JJ Price'],2015.0,1
Selection and evolutionary potential of spring arrival phenology in males and females of a migratory songbird,"['M Tarka', 'B Hansson']",2015.0,1
Selection played a role in the evolution of the human chin,['JD Pampush'],2015.0,1
Selective pressures in the human bony pelvis: Decoupling sexual dimorphism in the anterior and posterior spaces,['KM Brown'],2015.0,1
Seven shortfalls that beset large-scale knowledge of biodiversity,"['J Hortal', 'F de Bello', 'JAF Diniz-Filho']",2015.0,1
Sex allocation according to multiple sexually dimorphic traits of both parents in the barn swallow (Hirundo rustica),"['A Romano', 'M Romano', 'M Caprioli']",2015.0,1
Sex-dependent dominance at a single locus maintains variation in age at maturity in salmon,"['NJ Barson', 'T Aykanat', 'K Hindar', 'M Baranski']",2015.0,1
Sexual conflict maintains variation at an insecticide resistance locus,"['WG Rostant', 'C Kay', 'N Wedell', 'DJ Hosken']",2015.0,1
"Sex‐linked inheritance, genetic correlations and sexual dimorphism in three melanin‐based colour traits in the barn owl","['A Roulin', 'H Jensen']",2015.0,1
"So Far Away, Yet So Close: Strong Genetic Structure in Homonota uruguayensis (Squamata, Phyllodactylidae), a Species with Restricted Geographic …","['JF Felappi', 'RC Vieira', 'NJR Fagundes', 'LV Verrastro']",2015.0,1
Social evolution and genetic interactions in the short and long term,['J Van Cleve'],2015.0,1
Statistical approaches to the problem of phylogenetically correlated data,"['MJ Lajeunesse', 'GA Fox']",2015.0,1
Statistical methods to infer population structure with coalescence and gene flow,['CRS Lemus'],2015.0,1
The distribution of genetic variance across phenotypic space and the response to selection,"['MW Blows', 'K McGuigan']",2015.0,1
"The ecology, genetics and evolution of two Saxifraga species with different fragmentation histories",['T Walisch'],2015.0,1
"The effect of habitat and body size on the evolution of vocal displays in Thraupidae (tanagers), the largest family of songbirds","['NA Mason', 'KJ Burns']",2015.0,1
The evolution of fecundity is associated with female body size but not female‐biased sexual size dimorphism among frogs,"['MJ Monroe', 'SH South']",2015.0,1
The evolution of sex differences in disease,['EH Morrow'],2015.0,1
The evolutionary dynamics of a population model with a strong Allee effect,['JM Cushing'],2015.0,1
The extent and genetic basis of phenotypic divergence in life history traits in Mimulus guttatus,"['J Friedman', 'AD Twyford', 'JH Willis']",2015.0,1
The genetic architecture of quantitative traits in locally adapted plant ecotypes,['ER Milano'],2015.0,1
The red death meets the abdominal bristle: Polygenic mutation for susceptibility to a bacterial pathogen in Caenorhabditis elegans,"['V Etienne', 'EC Andersen', 'JM Ponciano', 'D Blanton']",2015.0,1
The role of bioacoustic signals in koala sexual selection: insights from seasonal patterns of associations revealed with GPS-proximity units,"['W Ellis', 'S FitzGibbon', 'G Pye', 'B Whipple', 'B Barth']",2015.0,1
Time fluctuations in a population model of adaptive dynamics,"['S Mirrahimi', 'B Perthame', 'PE Souganidis']",2015.0,1
Trait dimensionality explains widespread variation in local adaptation,"['A MacPherson', 'PA Hohenlohe']",2015.0,1
Trait evolution on phylogenetic networks,"['DC Jhwueng', ""BC O'Meara""]",2015.0,1
Trends in the Evolution and Ecology of Functional Morphology in Neotropical Cichlids,['JH Arbour'],2015.0,1
Unconstrained cranial evolution in Neandertals and modern humans compared to common chimpanzees,"['TD Weaver', 'CB Stringer']",2015.0,1
VirtualCom: A simulation model for eco‐evolutionary community assembly and invasion,"['T Münkemüller', 'L Gallien']",2015.0,1
We can't all be supermodels: the value of comparative transcriptomics to the study of non‐model insects,"['SJ Oppenheim', 'RH Baker', 'S Simon']",2015.0,1
Why greatness cannot be planned: The myth of the objective,"['KO Stanley', 'J Lehman']",2015.0,1
"浙江古田山亚热带常绿阔叶林开花物候: 气候因素, 系统发育关系和功能性状的影响",['胡小丽'],2015.0,1
40 years of evolution,"['PR Grant', 'BR Grant']",2014.0,1
A Classical Genetic Solution to Enhance the Biosynthesis of Anticancer Phytochemicals in Andrographis paniculata Nees,"['A Valdiani', 'D Talei', 'SG Tan', 'M Abdul Kadir', 'M Maziah']",2014.0,1
A method for assessing phylogenetic least squares models for shape and other high‐dimensional multivariate data,['DC Adams'],2014.0,1
A molecular signaling approach to linking intraspecific variation and macro-evolutionary patterns,"['EM Swanson', 'EC Snell-Rood']",2014.0,1
A multivariate analysis of genetic constraints to life history evolution in a wild population of red deer,"['CA Walling', 'MB Morrissey', 'K Foerster']",2014.0,1
A novel Bayesian method for inferring and interpreting the dynamics of adaptive landscapes from phylogenetic comparative data,"['JC Uyeda', 'LJ Harmon']",2014.0,1
A simple mathematical model of gradual Darwinian evolution: emergence of a Gaussian trait distribution in adaptation along a fitness gradient,['VN Biktashev'],2014.0,1
A two-locus model of spatially varying stabilizing or directional selection on a quantitative trait,"['L Geroldinger', 'R Bürger']",2014.0,1
AEET,"['LM Bini', 'F Villalobos', 'JAF Diniz-Filho']",2014.0,1
"Adaptation, diversification, and desert ecology of the most diverse order of mammals (Mammalia, Rodentia)",['BH Alhajeri'],2014.0,1
Adaptive fixation in two-locus models of stabilizing selection and genetic drift,"['A Wollstein', 'W Stephan']",2014.0,1
Age-dependent relationships between multiple sexual pigments and condition in males and females,"['AS Grunst', 'JT Rotenberry', 'ML Grunst']",2014.0,1
Allometric constraints and the evolution of allometry,"['KL Voje', 'TF Hansen', 'CK Egset', 'GH Bolstad']",2014.0,1
Altitudinal population structure and microevolution of the malaria vector Anopheles cruzii (Diptera: Culicidae),"['C Lorenz', 'TC Marques', 'MAM Sallum', 'L Suesdek']",2014.0,1
An evolutionary perspective on leaf economics: phylogenetics of leaf mass per area in vascular plants,"['O Flores', 'E Garnier', 'IJ Wright', 'PB Reich']",2014.0,1
An introduction to the phylogenetic comparative method,['E Paradis'],2014.0,1
Asymptotics of Ornstein-Uhlenbeck tree models: Theory and computation,['LST Ho'],2014.0,1
Balancing selection in species with separate sexes: insights from Fisher's geometric model,"['T Connallon', 'AG Clark']",2014.0,1
Between‐sex genetic covariance constrains the evolution of sexual dimorphism in Drosophila melanogaster,"['FC Ingleby', 'P Innocenti', 'HD Rundle']",2014.0,1
Bias and measurement error in comparative analyses: a case study with the Ornstein Uhlenbeck model,"['GH Thomas', 'N Cooper', 'C Venditti', 'A Meade']",2014.0,1
Blood parasite infection differentially relates to carotenoid‐based plumage and bill color in the American goldfinch,"['DC Lumpkin', 'TG Murphy', 'KA Tarvin']",2014.0,1
Brief Communication: Quantitative‐and molecular‐genetic differentiation in humans and chimpanzees: Implications for the evolutionary processes underlying cranial …,['TD Weaver'],2014.0,1
Can sexual selection theory inform genetic management of captive populations? A review,"['R Chargé', 'C Teplitsky', 'G Sorci']",2014.0,1
"Chorusing, synchrony, and the evolutionary functions of rhythm","['A Ravignani', 'DL Bowling', 'W Fitch']",2014.0,1
Climate change and timing of avian breeding and migration: evolutionary versus plastic changes,"['A Charmantier', 'P Gienapp']",2014.0,1
"Climate change, adaptation, and phenotypic plasticity: the problem and the evidence","['J Merilä', 'AP Hendry']",2014.0,1
"Community phylogenetics at the biogeographical scale: cold tolerance, niche conservatism and the structure of N orth A merican forests","['BA Hawkins', 'M Rueda', 'TF Rangel', 'R Field']",2014.0,1
Comparative Demography and Life history Evolution of Plants,['M Franco'],2014.0,1
Comparative analysis of passive defences in spiders (A raneae),['S Pekár'],2014.0,1
Comparing G: multivariate analysis of genetic variation in multiple populations,"['JD Aguirre', 'E Hine', 'K McGuigan', 'MW Blows']",2014.0,1
"Comparing the intersex genetic correlation for fitness across novel environments in the fruit fly, Drosophila serrata","['D Punzalan', 'M Delcourt', 'HD Rundle']",2014.0,1
